uid,type,SBU（部门）,PRD号码,产品名称,PRD号码,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方,样品ART
1,default,EDR,30042030,Laroflex? MP 15,30042030,Laroflex? MP 15,Laroflex? MP 15,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,43,"a chlorinated binder that is used for the manufacture of physically drying coatings on iron and steel, non-ferrous metals, mineral substrates as well as road marking paints resistant to hydrolysis.",76,Co-polymer based on vinyl chloride and vinyl isobutyl ether,Fine white powder,6,"Promotes the natural grain and color of wood  |  Good elasticity, adhesion and hardness  |  Excellent toughness  |  ","Industrial corrosion protection#Marine coatings, underwater corrosion protection#Machinery, automotive and container finishes#Coatings on galvanized steel and aluminum#Coatings for mineral substrates, Road marking paints, Flame-retardant coatings, etc.",CN,,,,,,15,,,~ 30,40,,,,,,,,,,,,,,,,20kg,DE,"50052733,0,11",,50052733
1,default,EDR,30041322,Laroflex? MP 25,30041322,Laroflex? MP 25,Laroflex? MP 25,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,43,"a chlorinated binder that is used for the manufacture of physically drying coatings on iron and steel, non-ferrous metals, mineral substrates as well as road marking paints resistant to hydrolysis.",76,Co-polymer based on vinyl chloride and vinyl isobutyl ether,Fine white powder,6,Excellent Corrosion Protection  |  High Gloss  |  Excellent Solubility  |  ,"Industrial corrosion protection#Marine coatings, underwater corrosion protection#Machinery, automotive and container finishes#Coatings on galvanized steel and aluminum#Coatings for mineral substrates, Road marking paints, Flame-retardant coatings, etc.",CN,,,,,,23,,,~ 35,44,,,,,,,,,,,,,,,,20kg,DE,"50070651,0,11",,50070651
1,default,EDR,30041321,Laroflex? MP 35,30041321,Laroflex? MP 35,Laroflex? MP 35,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,43,"a chlorinated binder that is used for the manufacture of physically drying coatings on iron and steel, non-ferrous metals, mineral substrates as well as road marking paints resistant to hydrolysis.",76,Co-polymer based on vinyl chloride and vinyl isobutyl ether,Fine white powder,6,Excellent Corrosion Protection  |  Excellent Solubility,"Industrial corrosion protection#Marine coatings, underwater corrosion protection#Machinery, automotive and container finishes#Coatings on galvanized steel and aluminum#Coatings for mineral substrates, Road marking paints, Flame-retardant coatings, etc.",CN,,,,,,35,,,~ 35,44,,,,,,,,,,,,,,,,20kg,DE,"57045478,0,11",,57045478
1,default,EDR,30041320,Laroflex? MP 45,30041320,Laroflex? MP 45,Laroflex? MP 45,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,43,"a chlorinated binder that is used for the manufacture of physically drying coatings on iron and steel, non-ferrous metals, mineral substrates as well as road marking paints resistant to hydrolysis.",76,Co-polymer based on vinyl chloride and vinyl isobutyl ether,Fine white powder,6,Excellent Corrosion Protection  |  Excellent Solubility,"Industrial corrosion protection#Marine coatings, underwater corrosion protection#Machinery, automotive and container finishes#Coatings on galvanized steel and aluminum#Coatings for mineral substrates, Road marking paints, Flame-retardant coatings, etc.",CN,,,,,,45,,,~ 35,44,,,,,,,,,,,,,,,,20kg,DE,"50052839,0,11",,50052839
1,default,EDR,30041405,Laropal? A 81,30041405,Laropal? A 81,Laropal? A 81,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,45,an aldehyde resin for pigment dispersions,21,Condensed products from urea and aliphatic aldehydes,pastilles,"2,6,10","Promotes the natural grain and color of wood   |  Good elasticity, adhesion, and hardness  |  Excellent toughness  |  ","used for the manufacture of pigment pastes with high pigment content, because of its good pigment wetting and very low solution viscosity. #very heat stable and can be used in baking finishes, neither causing odor nor discoloration. #Interior/exterior general industrial metal coating applications#Automotive OEM applications#",CN,,,,,,,,,,,,,,,,,,~ 40,,,,,,,,25kg,DE,"50018865,0,11",,50018865
1,default,EDR,30041481,Lutonal? A 25,30041481,Lutonal? A 25,Lutonal? A 25,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,"a soft, polyvinylether resin for industrial coating applications",77,Polyvinylether resin,resin solution,6,Adhesion promoter on a variety of substrates  |  Increases flexibility of coatings  |  Tackifier  |  ,"mainly used as plasticizing soft resins for cellulose nitrate coatings. #used to manufacture coatings based on natural and synthetic resins (dammar gum, ester resins, lime resins, maleate resins, ketone resins, and phenol-containing rosins).#Interior/exterior general industrial metal coating applications#Interior/exterior plastic component applications#",CN,> 90,,,,,,2.5 ~ 6.0,,10 ~ 17,,,,,,,,,,,,,,,,,180kg,DE,"52290054,0,11",,52290054
1,default,EDR,30041495,Lutonal? A 50 app.50% in Ethanol,30041495,Lutonal? A 50 app.50% in Ethanol,Lutonal? A 50 app.50% in Ethanol,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,"a soft, polyvinylether resin for industrial coating applications",77,Polyvinylether resin,resin solution,6,Adhesion promoter on a variety of substrates  |  Increases flexibility of coatings  |  Tackifier  |  ,"mainly used as plasticizing soft resins for cellulose nitrate coatings. #used to manufacture coatings based on natural and synthetic resins (dammar gum, ester resins, lime resins, maleate resins, ketone resins, and phenol-containing rosins).#Interior/exterior general industrial metal coating applications#Interior/exterior plastic component applications#",CN,~ 50,,,,,,20,,55 ~ 65,,,,,,,,,,,,,,,,,170kg  |  50kg  |  ,DE,"50025967,0,0.9 kg",,50025967
1,default,EDR,30041493,Lutonal? M 40 ca.70% in Ethanol,30041493,Lutonal? M 40 ca.70% in Ethanol,Lutonal? M 40 ca.70% in Ethanol,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,"a soft, polyvinylether resin for industrial coating applications",77,Polyvinylether resin,resin solution,6,Adhesion promoter on a variety of substrates  |  Increases flexibility of coatings  |  Tackifier  |  ,"mainly used as plasticizing soft resins for cellulose nitrate coatings. #used to manufacture coatings based on natural and synthetic resins (dammar gum, ester resins, lime resins, maleate resins, ketone resins, and phenol-containing rosins).#Interior/exterior general industrial metal coating applications#Interior/exterior plastic component applications#",CN,~ 70,,,,,,50 ~ 250,,45 ~ 55,,,,,,,,,,,,,,,,,180kg,DE,"50057979,0,11",,50057979
1,default,EDG,30282465,Joncryl? 586,30282465,Joncryl? 586,Joncryl? 586,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"A low acid, acrylic resin designed for alkali-resistant inks and overprint vanishes. This resin provides additional resoluability with minimal effect on resistance properties.",81,Styrene acrylic solid resin,Clear solid resin,"5,9",Alkali resistance  |  Excellent water and wet block resistance  |  Good resolubility  |  ,"To improve alkali resistance of overprint lacquers and inks, whilst maintaining good transfer and resolubility#When used in conjunction with water resistant emulsions, the resultant inks and lacquers provide good water and wet block resistance#","CN,NL",97,,,,"4,500",,,,,,110,1.1,66,,,,,,,,,,,,,25 kg,NL,"54048115,0,11",,54048115
1,default,EDG,30282497,Joncryl? 67,30282497,Joncryl? 67,Joncryl? 67,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,High molecular weight acrylic resin designed to produce high quality pigment dispersions. It can also be used to manufacture water soluble pigmented chips where maximum color development and transparency are essential.,81,Styrene acrylic solid resin,Clear flakes,5,"Good color development  |  Promotes resolubility  |  High viscosity, low solids  |  ",Pigment dispersions for printing ink applications#Water-soluble pigmented chips#,"CN,NL,US",98.6,,,,"14,500",>1.14 g/cm3,,,,,220,,73,,,,,,,143,1.4% wt,,,,,25 kg,"NL,US","50567680,0,9",,50567680
1,default,EDG,30183680,Joncryl? 678,30183680,Joncryl? 678,Joncryl? 678,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"General purpose, mid-range molecular weight resin for water-based inks, pigment dispersions and overprint varnishes.",81,Styrene acrylic solid resin,Clear solid resin,"5,9",Good color strength development  |  Excellent transfer and printability  |  Good gloss and hold-out  |  ,As extender in overprint varnishes and inks and as grinding vehicle to produce waterbased pigment dispersions.#In use as dispersion resin it provides good wetting properties for the manufacture of stable pigment dispersions#,"CN,NL,US",99,,,,"8,500",,,,,,215,1.1,109,,,,,,,,,,,,,25 kg  |  500 kg  |  ,"NL,US","50271844,0,9",,50271844
1,default,EDG,30123262,Joncryl? 682,30123262,Joncryl? 682,Joncryl? 682,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"Very low molecular weight acrylic resin supplied in flake form, allowing for high solids overprint varnishes with high gloss and excellent holdout.",81,Styrene acrylic solid resin,Clear solid resin,9,High gloss  |  High solids/low viscosity solutions  |  Excellent resolubility  |  ,For use in overprint varnishes to produce a high gloss finish,"CN,NL,US",99,,,,"1,750",,,,,,238,1.15,57,,,,,,,,,,,,,25 kg,"NL,US","50271846,0,9",,50271846
1,default,EDG,30074912,Joncryl? 690,30074912,Joncryl? 690,Joncryl? 690,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A high molecular weight resin for transparent pigment dispersion applications.,81,Styrene acrylic solid resin,Clear solid resin,5,Good viscosity stability  |  Good pigment wetting and color development  |  Good gloss and transparency  |  ,To produce high quality water-based pigment dispersions,"CN,NL,US",99,,,,"16,500",,,,,,240,1.1,105,,,,,,,,,,,,,25 kg,"NL,US","50271847,0,9",,50271847
1,default,EDG,30669028,Joncryl? 692,30669028,Joncryl? 692,Joncryl? 692,1,https://detail.1688.com/offer/614546837222.html,42,"A general purpose, mid-range molecular weightacrylic resin with high viscosity for pigment dispersion, printing ink and overprint varnish applications",81,Styrene acrylic solid resin,Clear flakes,"5,9",Good transfer  |  Good printability  |  Good resolubility  |  ,Pigment dispersion#Printing ink#Vverprint varnish,"CN,US",99,,,,"8,000",,,,,,235,,95,,,,,,,,,,,,,25 kg,US,"50503936,0,11",,50503936
1,default,EDG,30282636,Joncryl? ECO 684,30282636,Joncryl? ECO 684,Joncryl? ECO 684,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"A low molecular weight, glycol ether free acrylic resin that allows formulation of high solids overprint varnishes with excellent gloss and holdout.",81,Styrene acrylic solid resin,Clear solid resin,9,Glycol ether free  |  Ultra-low VOC  |  High gloss  |  High solids/low viscosity solutions  |  Excellent resolubility  |  ,Use in high solids water-based overprint varnishes,"CN,NL,US",99,,,,"1,800",,,,,,244,1.16,88,,,,,,,,,,,,,25 kg,"NL,US","54053097,0,11",,54053097
1,default,EDG,30282650,Joncryl? HPD 671,30282650,Joncryl? HPD 671,Joncryl? HPD 671,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,Cost effective high molecular resin for high quality pigment dispersion with very good viscosity stability,81,Styrene acrylic solid resin,Clear solid resin,5,Good viscosity stability  |  Good pigment wetting and color development  |  Good gloss and transparency  |  ,To produce high quality water-based pigment dispersions with good viscosity stability. It is especially effective with difficult pigment like calcium reds,"CN,NL,US",99.5,,,,"17,000",,,,,,214,1.14,120,,,,,,,,,,,,,25 kg,"NL,US","54053521,0,11#50271842,0,9",,54053521 | 50271842
1,default,EDG,30282652,Joncryl? HPD 696,30282652,Joncryl? HPD 696,Joncryl? HPD 696,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,High molecular weight acrylic resin specifically designed to improve color development and gloss of pigment dispersions without compromising ink stability.,81,Styrene acrylic solid resin,Clear flakes,5,High pigment concentrations at low viscosity  |  Viscosity stability  |  Color development and gloss  |  ,To improve the color development and gloss of pigment dispersions without compromising ink stability.,"CN,US",98.9,,,,"16,500",,,,,,225,1.16,88,,,,,,,155,>1.1% wt,,,,,25 kg,US,"54053627,0,11",,54053627
1,default,EDG,30282645,Joncryl? HPD 196,30282645,Joncryl? HPD 196,Joncryl? HPD 196,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"An ammonia based, mid-range molecular weight acrylic resin that is specifically designed to disperse organic pigments at high concentration without compromising stability.",18,Styrene acrylic resin solution,Clear solution,5,High pigment concentrations  |  Very good dispersion and ink viscosity stability  |  Cost effective  |  ,To disperse organic pigments at high concentrations without compromising stability,"CN,US",36.8,,,,"9,200","2,000~5,500",,,,,200,1.08,85,,9,,Stable,,,,0.6% wt,,,,,200 kg  |  218 kg  |  ,US,"54053415,0,11",,54053415
1,default,EDG,30639092,Joncryl? HPD 196 MEA ap,30639092,Joncryl? HPD 196 MEA ap,Joncryl? HPD 196 MEA ap,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,"A MEA based, mid-range molecular weight acrylic resin that is specifically designed to disperse organic pigments at high concentration without compromising stability.",18,Styrene acrylic resin solution,Yellow to amber liquid,5,High pigment concentrations  |  Very good dispersion and ink viscosity stability  |  Cost effective  |  ,To disperse organic pigments at high concentrations without compromising ink stability,"CN,US",40.5,,,,"9,200","2,000~5,500",,,,,200,1.08,85,,8.5,,Stable,,,,7.82% wt,,,,,200 kg,CN,"50437232,0,11",,50437232
1,default,EDG,30282649,Joncryl? HPD 296,30282649,Joncryl? HPD 296,Joncryl? HPD 296,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,An ammonia based high performance dispersion resin solution for highly pigmented dispersion to be used in water-based inks.,18,Styrene acrylic resin solution,Yellow liquid,5,"Enable high pigment, low viscosity dispersions  |  Improve storage and shock stability  |  Reduce mill time  |  ",To improve the viscosity and shock stability of highly pigmented dispersions.,"CN,US",37,,,,"11,500",200~800,,,,,141,1.03,15,,8.6,>60,Stable,,,,> 0.4% wt,,,,,200 kg  |  204 kg  |  ,US,"54053468,0,11",,54053468
1,default,EDG,30333301,Joncryl? HPD 296 MEA,30333301,Joncryl? HPD 296 MEA,Joncryl? HPD 296 MEA,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,A MEA based high performance dispersion resin solution for highly pigmented dispersion to be used in water-based inks.,18,Styrene acrylic resin solution,Clear solution,5,"Enable high pigmented low viscosity dispersions  |  Improve storage and shock stability  |  Reduce mill time  |  Excellent color development, gloss and transparency",To improve the viscosity and shock stability of highly pigmented dispersions,"CN,NL",37.5,,,,"11,500",700,,,,,141,1.08,,,9.5,,Stable,,,,,,,,,200 kg,NL,"51467547,0,11",,51467547
1,default,EDG,30282658,Joncryl? HPD 96,30282658,Joncryl? HPD 96,Joncryl? HPD 96,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,34% solids solution of a high molecular weight acrylic resin designed to improve the color development and gloss of pigment dispersions without compromising ink stability.,18,Styrene acrylic resin solution,Clear solution,5,High pigment concentrations at low viscosity  |  Viscosity stability  |  Color development and gloss  |  ,To improve the color development and gloss of pigment dispersions without compromising ink stability,"CN,US",35,,,,"16,000","3,000 ~ 7,000",,,,,220,1.1,88,,8.9,>60,Stable,,,155,0.6% wt,,,,,200 kg,US,"54053786,0,11",,54053786
